Index	Uniprot_ID	Protein_names	Length	Organism_ID	Gene_name	Subcellular_location	GO(CC)	Tissue_specificity	GeneID	PDB	Degree	mean_score_top_10_pred
58	P02545	Prelamin-A/C [Cleaved into: Lamin-A/C (70 kDa lamin) (Renal carcinoma antigen NY-REN-32)]	664	9606	LMNA	Nucleus {ECO:0000269|PubMed:15372542}. Nucleus envelope {ECO:0000269|PubMed:29599122}. Nucleus lamina. Nucleus, nucleoplasm. Note=Farnesylation of prelamin-A/C facilitates nuclear envelope targeting and subsequent cleavage by ZMPSTE24/FACE1 to remove the farnesyl group produces mature lamin-A/C, which can then be inserted into the nuclear lamina. EMD is required for proper localization of non-farnesylated prelamin-A/C.; [Isoform C]: Nucleus speckle {ECO:0000269|PubMed:16061563}.	cytosol [GO:0005829]; intermediate filament [GO:0005882]; lamin filament [GO:0005638]; nuclear body [GO:0016604]; nuclear envelope [GO:0005635]; nuclear lamina [GO:0005652]; nuclear membrane [GO:0031965]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]	In the arteries, prelamin-A/C accumulation is not observed in young healthy vessels but is prevalent in medial vascular smooth muscle cells (VSMCs) from aged individuals and in atherosclerotic lesions, where it often colocalizes with senescent and degenerate VSMCs. Prelamin-A/C expression increases with age and disease. In normal aging, the accumulation of prelamin-A/C is caused in part by the down-regulation of ZMPSTE24/FACE1 in response to oxidative stress. {ECO:0000269|PubMed:20458013}.	4000;	1IFR;1IVT;1X8Y;2XV5;2YPT;3GEF;3V4Q;3V4W;3V5B;6GHD;6JLB;6RPR;6SNZ;	55	0.9397889494895935
59	P55789	FAD-linked sulfhydryl oxidase ALR (EC 1.8.3.2) (Augmenter of liver regeneration) (hERV1) (Hepatopoietin)	205	9606	GFER	[Isoform 1]: Mitochondrion intermembrane space. Mitochondrion {ECO:0000269|PubMed:23676665}.; [Isoform 2]: Cytoplasm. Secreted.	cytosol [GO:0005829]; extracellular region [GO:0005576]; mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]	Ubiquitously expressed. Highest expression in the testis and liver and low expression in the muscle. {ECO:0000269|PubMed:19409522}.	2671;	3MBG;3O55;3TK0;3U2L;3U2M;3U5S;4LDK;	5	0.78712700009346
60	P17752	Tryptophan 5-hydroxylase 1 (EC 1.14.16.4) (Tryptophan 5-monooxygenase 1)	444	9606	TPH1		cytosol [GO:0005829]; neuron projection [GO:0043005]	Isoform 2 seems to be less widely expressed than isoform 1.	7166;	1IN9;1MLW;3HF6;3HF8;3HFB;5J6D;5L01;5TPG;	3	0.7484488427639008
61	Q8NER1	Transient receptor potential cation channel subfamily V member 1 (TrpV1) (Capsaicin receptor) (Osm-9-like TRP channel 1) (OTRPC1) (Vanilloid receptor 1)	839	9606	TRPV1	Cell junction, synapse, postsynaptic cell membrane {ECO:0000250|UniProtKB:O35433}; Multi-pass membrane protein {ECO:0000250|UniProtKB:O35433}. Cell projection, dendritic spine membrane {ECO:0000250|UniProtKB:O35433}; Multi-pass membrane protein {ECO:0000250|UniProtKB:O35433}. Cell membrane {ECO:0000269|PubMed:11050376, ECO:0000269|PubMed:11243859, ECO:0000269|PubMed:12077606}; Multi-pass membrane protein {ECO:0000250|UniProtKB:O35433}. Note=Mostly, but not exclusively expressed in postsynaptic dendritic spines. {ECO:0000250|UniProtKB:O35433}.	cell [GO:0005623]; cell junction [GO:0030054]; cytosol [GO:0005829]; dendritic spine membrane [GO:0032591]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; intrinsic component of plasma membrane [GO:0031226]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]	Widely expressed at low levels. Expression is elevated in dorsal root ganglia. In skin, expressed in cutaneous sensory nerve fibers, mast cells, epidermal keratinocytes, dermal blood vessels, the inner root sheet and the infundibulum of hair follicles, differentiated sebocytes, sweat gland ducts, and the secretory portion of eccrine sweat glands (at protein level). {ECO:0000269|PubMed:11050376, ECO:0000269|PubMed:11243859, ECO:0000269|PubMed:14987252}.	7442;	6L93;	1	0.7040764570236206
62	P33681	T-lymphocyte activation antigen CD80 (Activation B7-1 antigen) (BB1) (CTLA-4 counter-receptor B7.1) (B7) (CD antigen CD80)	288	9606	CD80	Membrane; Single-pass type I membrane protein.	cell surface [GO:0009986]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; protein complex involved in cell adhesion [GO:0098636]	Expressed on activated B-cells, macrophages and dendritic cells.	941;	1DR9;1I8L;	2	0.6859015822410583
63	Q96RK4	Bardet-Biedl syndrome 4 protein	519	9606	BBS4	Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250}. Cell projection, cilium membrane {ECO:0000250}. Cytoplasm {ECO:0000250}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite {ECO:0000250}. Cell projection, cilium, flagellum {ECO:0000250|UniProtKB:Q8C1Z7}. Cell projection, cilium {ECO:0000250|UniProtKB:Q8C1Z7}. Note=Localizes to the pericentriolar material. Centrosomal localization requires dynein (By similarity). Localizes to the connecting cilium of photoreceptor cells (By similarity). {ECO:0000250|UniProtKB:Q8C1Z7}.	BBSome [GO:0034464]; cell [GO:0005623]; centriolar satellite [GO:0034451]; centriole [GO:0005814]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; ciliary membrane [GO:0060170]; ciliary transition zone [GO:0035869]; cilium [GO:0005929]; cytosol [GO:0005829]; motile cilium [GO:0031514]; non-motile cilium [GO:0097730]; nucleus [GO:0005634]; pericentriolar material [GO:0000242]; photoreceptor connecting cilium [GO:0032391]; photoreceptor inner segment [GO:0001917]; photoreceptor outer segment [GO:0001750]	Ubiquitously expressed. The highest level of expression is found in the kidney.	585;	6XT9;	6	0.8282728910446167
64	P25101	Endothelin-1 receptor (Endothelin receptor type A) (ET-A) (ETA-R) (hET-AR)	427	9606	EDNRA	Cell membrane; Multi-pass membrane protein.	cell [GO:0005623]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]	Isoform 1, isoform 3 and isoform 4 are expressed in a variety of tissues, with highest levels in the aorta and cerebellum, followed by lung, atrium and cerebral cortex, lower levels in the placenta, kidney, adrenal gland, duodenum, colon, ventricle and liver but no expression in umbilical vein endothelial cells. Within the placenta, isoform 1, isoform 2, isoform 3 and isoform 4 are expressed in the villi and stem villi vessels. {ECO:0000269|PubMed:8611157, ECO:0000269|PubMed:9284755}.	1909;	NA;	1	0.7156874716281891
65	Q14145	Kelch-like ECH-associated protein 1 (Cytosolic inhibitor of Nrf2) (INrf2) (Kelch-like protein 19)	624	9606	KEAP1	Cytoplasm {ECO:0000269|PubMed:14585973, ECO:0000269|PubMed:15379550, ECO:0000269|PubMed:15601839, ECO:0000269|PubMed:15657435, ECO:0000269|PubMed:19424503}. Nucleus {ECO:0000269|PubMed:15657435}. Note=Mainly cytoplasmic (PubMed:15601839). In response to selective autophagy, relocalizes to inclusion bodies following interaction with SQSTM1/p62 (PubMed:20452972). {ECO:0000269|PubMed:15601839, ECO:0000269|PubMed:20452972}.	actin filament [GO:0005884]; centriolar satellite [GO:0034451]; Cul3-RING ubiquitin ligase complex [GO:0031463]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; inclusion body [GO:0016234]; midbody [GO:0030496]; nucleoplasm [GO:0005654]	Broadly expressed, with highest levels in skeletal muscle. {ECO:0000269|PubMed:15379550}.	9817;	1U6D;1ZGK;2FLU;3VNG;3VNH;3ZGC;3ZGD;4CXI;4CXJ;4CXT;4IFJ;4IFL;4IFN;4IN4;4IQK;4L7B;4L7C;4L7D;4N1B;4XMB;5DAD;5DAF;5F72;5GIT;5NLB;5WFL;5WFV;5WG1;5WHL;5WHO;5WIY;5X54;6FFM;6FMP;6FMQ;6HWS;6ROG;6TYM;6TYP;6UF0;6V6Z;	17	0.9051234602928162
66	Q9NP71	Carbohydrate-responsive element-binding protein (ChREBP) (Class D basic helix-loop-helix protein 14) (bHLHd14) (MLX interactor) (MLX-interacting protein-like) (WS basic-helix-loop-helix leucine zipper protein) (WS-bHLH) (Williams-Beuren syndrome chromosomal region 14 protein)	852	9606	MLXIPL	Nucleus.	cell [GO:0005623]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]	Expressed in liver, heart, kidney, cerebellum and intestinal tissues.	51085;	6MJL;	2	0.7599774360656738
67	Q8N163	Cell cycle and apoptosis regulator protein 2 (Cell division cycle and apoptosis regulator protein 2) (DBIRD complex subunit KIAA1967) (Deleted in breast cancer gene 1 protein) (DBC-1) (DBC.1) (NET35) (p30 DBC)	923	9606	CCAR2	Nucleus {ECO:0000269|PubMed:20074560, ECO:0000269|PubMed:20160719, ECO:0000269|PubMed:23352644, ECO:0000269|PubMed:24824780, ECO:0000269|PubMed:24962073, ECO:0000269|PubMed:25661920}. Cytoplasm {ECO:0000269|PubMed:20160719, ECO:0000269|PubMed:24824780}. Note=Recruited to chromatin, post-UV irradiation. Sequestered to the cytoplasm in the presence of MCC. Translocated to the cytoplasm during UV-induced apoptosis. {ECO:0000269|PubMed:20160719, ECO:0000269|PubMed:24824780}.	cytoplasm [GO:0005737]; DBIRD complex [GO:0044609]; mitochondrial matrix [GO:0005759]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	Expressed in gastric carcinoma tissue and the expression gradually increases with the progression of the carcinoma (at protein level). Expressed ubiquitously in normal tissues. Expressed in 84 to 100% of neoplastic breast, lung, and colon tissues. {ECO:0000269|PubMed:12370419, ECO:0000269|PubMed:24962073}.	57805;	NA;	16	0.8843100547790528
68	P08922	Proto-oncogene tyrosine-protein kinase ROS (EC 2.7.10.1) (Proto-oncogene c-Ros) (Proto-oncogene c-Ros-1) (Receptor tyrosine kinase c-ros oncogene 1) (c-Ros receptor tyrosine kinase)	2347	9606	ROS1	Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.	cell surface [GO:0009986]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; perinuclear region of cytoplasm [GO:0048471]; receptor complex [GO:0043235]	Expressed in brain. Expression is increased in primary gliomas. {ECO:0000269|PubMed:8143271}.	6098;	3ZBF;4UXL;	3	0.6707986116409301
69	Q14790	Caspase-8 (CASP-8) (EC 3.4.22.61) (Apoptotic cysteine protease) (Apoptotic protease Mch-5) (CAP4) (FADD-homologous ICE/ced-3-like protease) (FADD-like ICE) (FLICE) (ICE-like apoptotic protease 5) (MORT1-associated ced-3 homolog) (MACH) [Cleaved into: Caspase-8 subunit p18; Caspase-8 subunit p10]	479	9606	CASP8	Cytoplasm.	CD95 death-inducing signaling complex [GO:0031265]; cell body [GO:0044297]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; death-inducing signaling complex [GO:0031264]; membrane raft [GO:0045121]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; neuron projection [GO:0043005]; nucleoplasm [GO:0005654]; protein-containing complex [GO:0032991]; ripoptosome [GO:0097342]	Isoform 1, isoform 5 and isoform 7 are expressed in a wide variety of tissues. Highest expression in peripheral blood leukocytes, spleen, thymus and liver. Barely detectable in brain, testis and skeletal muscle.	841;	1F9E;1I4E;1QDU;1QTN;2C2Z;2FUN;2K7Z;2Y1L;3H11;3KJN;3KJQ;4JJ7;4PRZ;4PS1;4ZBW;5H31;5H33;5JQE;5L08;6AGW;6PX9;	41	0.945708954334259
70	Q99608	Necdin	321	9606	NDN	Perikaryon. Nucleus. Note=Neural perikarya, translocates to the nucleus of postmitotic neurons and interacts with the nuclear matrix.	cell projection [GO:0042995]; centrosome [GO:0005813]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; perikaryon [GO:0043204]	Almost ubiquitous. Detected in fetal brain, lung, liver and kidney; in adult heart, brain, placenta, lung, liver, skeletal muscle, kidney, pancreas, spleen, thymus, prostate, testis, ovary, small intestine and colon. Not detected in peripheral blood leukocytes. In brain, restricted to post-mitotic neurons.	4692;	NA;	10	0.8316508829593658
71	P02768	Serum albumin	609	9606	ALB	Secreted.	blood microparticle [GO:0072562]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; nucleus [GO:0005634]; platelet alpha granule lumen [GO:0031093]; protein-containing complex [GO:0032991]	Plasma.	213;	1AO6;1BJ5;1BKE;1BM0;1E78;1E7A;1E7B;1E7C;1E7E;1E7F;1E7G;1E7H;1E7I;1GNI;1GNJ;1H9Z;1HA2;1HK1;1HK2;1HK3;1HK4;1HK5;1N5U;1O9X;1TF0;1UOR;1YSX;2BX8;2BXA;2BXB;2BXC;2BXD;2BXE;2BXF;2BXG;2BXH;2BXI;2BXK;2BXL;2BXM;2BXN;2BXO;2BXP;2BXQ;2ESG;2I2Z;2I30;2N0X;2VDB;2VUE;2VUF;2XSI;2XVQ;2XVU;2XVV;2XVW;2XW0;2XW1;2YDF;3A73;3B9L;3B9M;3CX9;3JQZ;3JRY;3LU6;3LU7;3LU8;3SQJ;3TDL;3UIV;4BKE;4E99;4EMX;4G03;4G04;4HGK;4HGM;4IW1;4IW2;4K2C;4K71;4L8U;4L9K;4L9Q;4LA0;4LB2;4LB9;4N0F;4N0U;4S1Y;4Z69;5FUO;5GIX;5GIY;5ID7;5IFO;5IJF;5UJB;5VNW;5X52;5YB1;5YOQ;5Z0B;6A7P;6EZQ;6HSC;6JE7;6M58;6QIO;6QIP;6R7S;6WUW;6XV0;	35	0.916545981168747
72	P19634	Sodium/hydrogen exchanger 1 (APNH) (Na(+)/H(+) antiporter, amiloride-sensitive) (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)	815	9606	SLC9A1	Membrane; Multi-pass membrane protein. Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cell membrane; Multi-pass membrane protein. Note=Colocalizes with CHP1 at the reticulum endoplasmic (By similarity). Colocalizes with CHP1 and CHP2 at the plasma membrane. {ECO:0000250}.	apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; cation-transporting ATPase complex [GO:0090533]; cell [GO:0005623]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; intercalated disc [GO:0014704]; lamellipodium [GO:0030027]; membrane raft [GO:0045121]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; T-tubule [GO:0030315]	Kidney and intestine.	6548;	1Y4E;2BEC;2E30;2HTG;2KBV;2L0E;2MDF;2YGG;6BJF;6NUC;6NUF;6NUU;	10	0.8442639887332917
73	Q53ET0	CREB-regulated transcription coactivator 2 (Transducer of regulated cAMP response element-binding protein 2) (TORC-2) (Transducer of CREB protein 2)	693	9606	CRTC2	Cytoplasm {ECO:0000269|PubMed:15589160}. Nucleus {ECO:0000269|PubMed:15589160}. Note=Translocated from the nucleus to the cytoplasm on interaction of the phosphorylated form with 14-3-3 protein (PubMed:15454081). In response to cAMP levels and glucagon, relocated to the nucleus (PubMed:15454081). {ECO:0000269|PubMed:15454081}.	cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	Most abundantly expressed in the thymus. Present in both B and T-lymphocytes. Highly expressed in HEK293T cells and in insulinomas. High levels also in spleen, ovary, muscle and lung, with highest levels in muscle. Lower levels found in brain, colon, heart, kidney, prostate, small intestine and stomach. Weak expression in liver and pancreas. {ECO:0000269|PubMed:14536081, ECO:0000269|PubMed:15454081, ECO:0000269|PubMed:16980408}.	200186;	4HTM;	4	0.8130133390426636
74	P02760	Protein AMBP [Cleaved into: Alpha-1-microglobulin (Protein HC) (Alpha-1 microglycoprotein) (Complex-forming glycoprotein heterogeneous in charge); Inter-alpha-trypsin inhibitor light chain (ITI-LC) (Bikunin) (EDC1) (HI-30) (Uronic-acid-rich protein); Trypstatin]	352	9606	AMBP	Secreted.	blood microparticle [GO:0072562]; cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]	Expressed by the liver and secreted in plasma. Alpha-1-microglobulin occurs in many physiological fluids including plasma, urine, and cerebrospinal fluid. Inter-alpha-trypsin inhibitor is present in plasma and urine.	259;	1BIK;3QKG;4ES7;4U30;6EJ7;6EJ8;6EJ9;6EJA;6EJB;6EJC;6EJD;	7	0.8202879309654236
75	P08571	Monocyte differentiation antigen CD14 (Myeloid cell-specific leucine-rich glycoprotein) (CD antigen CD14) [Cleaved into: Monocyte differentiation antigen CD14, urinary form; Monocyte differentiation antigen CD14, membrane-bound form]	375	9606	CD14	Cell membrane {ECO:0000269|PubMed:1698311, ECO:0000269|PubMed:2462937, ECO:0000269|PubMed:3385210}; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:1698311, ECO:0000269|PubMed:2462937, ECO:0000269|PubMed:3385210}. Secreted {ECO:0000269|PubMed:25497142, ECO:0000269|PubMed:2779588}. Membrane raft {ECO:0000269|PubMed:16880211}. Golgi apparatus {ECO:0000269|PubMed:16880211}. Note=Secreted forms may arise by cleavage of the GPI anchor. {ECO:0000269|PubMed:2462937, ECO:0000269|PubMed:2779588, ECO:0000269|PubMed:3385210}.	anchored component of external side of plasma membrane [GO:0031362]; cell surface [GO:0009986]; endosome membrane [GO:0010008]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; lipopolysaccharide receptor complex [GO:0046696]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; secretory granule membrane [GO:0030667]	Detected on macrophages (at protein level) (PubMed:1698311). Expressed strongly on the surface of monocytes and weakly on the surface of granulocytes; also expressed by most tissue macrophages. {ECO:0000269|PubMed:1698311, ECO:0000269|PubMed:25497142}.	929;	4GLP;	11	0.8268415868282318
76	P02765	Alpha-2-HS-glycoprotein (Alpha-2-Z-globulin) (Ba-alpha-2-glycoprotein) (Fetuin-A) [Cleaved into: Alpha-2-HS-glycoprotein chain A; Alpha-2-HS-glycoprotein chain B]	367	9606	AHSG	Secreted.	blood microparticle [GO:0072562]; collagen-containing extracellular matrix [GO:0062023]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; platelet alpha granule lumen [GO:0031093]; secretory granule lumen [GO:0034774]	Synthesized in liver and selectively concentrated in bone matrix. Secreted in plasma. It is also found in dentin in much higher quantities than other plasma proteins.	197;	NA;	8	0.8091038584709167
77	P35968	Vascular endothelial growth factor receptor 2 (VEGFR-2) (EC 2.7.10.1) (Fetal liver kinase 1) (FLK-1) (Kinase insert domain receptor) (KDR) (Protein-tyrosine kinase receptor flk-1) (CD antigen CD309)	1356	9606	KDR	Cell junction {ECO:0000250}. Endoplasmic reticulum {ECO:0000269|PubMed:23529610}. Note=Localized with RAP1A at cell-cell junctions (By similarity). Colocalizes with ERN1 and XBP1 in the endoplasmic reticulum in endothelial cells in a vascular endothelial growth factor (VEGF)-dependent manner (PubMed:23529610). {ECO:0000250, ECO:0000269|PubMed:23529610}.; [Isoform 1]: Cell membrane; Single-pass type I membrane protein. Cytoplasm. Nucleus. Cytoplasmic vesicle. Early endosome. Note=Detected on caveolae-enriched lipid rafts at the cell surface. Is recycled from the plasma membrane to endosomes and back again. Phosphorylation triggered by VEGFA binding promotes internalization and subsequent degradation. VEGFA binding triggers internalization and translocation to the nucleus.; [Isoform 2]: Secreted {ECO:0000305}.; [Isoform 3]: Secreted.	cell junction [GO:0030054]; early endosome [GO:0005769]; endoplasmic reticulum [GO:0005783]; endosome [GO:0005768]; extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; integral component of plasma membrane [GO:0005887]; membrane raft [GO:0045121]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; sorting endosome [GO:0097443]	Detected in cornea (at protein level). Widely expressed. {ECO:0000269|PubMed:19668192}.	3791;	1VR2;1Y6A;1Y6B;1YWN;2M59;2MET;2MEU;2OH4;2P2H;2P2I;2QU5;2QU6;2RL5;2X1W;2X1X;2XIR;3B8Q;3B8R;3BE2;3C7Q;3CJF;3CJG;3CP9;3CPB;3CPC;3DTW;3EFL;3EWH;3KVQ;3S35;3S36;3S37;3U6J;3V2A;3V6B;3VHE;3VHK;3VID;3VNT;3VO3;3WZD;3WZE;4AG8;4AGC;4AGD;4ASD;4ASE;5EW3;5OYJ;6GQO;6GQP;6GQQ;	20	0.9055951535701752
78	P02766	Transthyretin (ATTR) (Prealbumin) (TBPA)	147	9606	TTR	Secreted. Cytoplasm.	azurophil granule lumen [GO:0035578]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; protein-containing complex [GO:0032991]	Detected in serum and cerebrospinal fluid (at protein level). Highly expressed in choroid plexus epithelial cells. Detected in retina pigment epithelium and liver. {ECO:0000269|PubMed:10328977, ECO:0000269|PubMed:3714052}.	7276;	1BM7;1BMZ;1BZ8;1BZD;1BZE;1DVQ;1DVS;1DVT;1DVU;1DVX;1DVY;1DVZ;1E3F;1E4H;1E5A;1ETA;1ETB;1F41;1F64;1F86;1FH2;1FHN;1G1O;1GKO;1ICT;1III;1IIK;1IJN;1QAB;1QWH;1RLB;1SOK;1SOQ;1THA;1THC;1TLM;1TSH;1TT6;1TTA;1TTB;1TTC;1TTR;1TYR;1TZ8;1U21;1X7S;1X7T;1Y1D;1Z7J;1ZCR;1ZD6;2B14;2B15;2B16;2B77;2B9A;2F7I;2F8I;2FBR;2FLM;2G3X;2G3Z;2G4E;2G4G;2G5U;2G9K;2GAB;2H4E;2M5N;2NBO;2NBP;2NOY;2PAB;2QEL;2QGB;2QGC;2QGD;2QGE;2ROX;2ROY;2TRH;2TRY;2WQA;3A4D;3A4E;3A4F;3B56;3BSZ;3BT0;3CBR;3CFM;3CFN;3CFQ;3CFT;3CN0;3CN1;3CN2;3CN3;3CN4;3CXF;3D2T;3D7P;3DGD;3DID;3DJR;3DJS;3DJT;3DJZ;3DK0;3DK2;3DO4;3ESN;3ESO;3ESP;3FC8;3FCB;3GLZ;3GPS;3GRB;3GRG;3GS0;3GS4;3GS7;3HJ0;3I9A;3I9I;3I9P;3IMR;3IMS;3IMT;3IMU;3IMV;3IMW;3IPB;3IPE;3KGS;3KGT;3KGU;3M1O;3NEE;3NEO;3NES;3NEX;3NG5;3OZK;3OZL;3P3R;3P3S;3P3T;3P3U;3SSG;3TCT;3TFB;3U2I;3U2J;3W3B;4ABQ;4ABU;4ABV;4ABW;4AC2;4AC4;4ACT;4ANK;4D7B;4DER;4DES;4DET;4DEU;4DEW;4FI6;4FI7;4FI8;4HIQ;4HIS;4HJS;4HJT;4HJU;4I85;4I87;4I89;4IIZ;4IK6;4IK7;4IKI;4IKJ;4IKK;4IKL;4KY2;4L1S;4L1T;4MAS;4MRB;4MRC;4N85;4N86;4N87;4PM1;4PME;4PMF;4PVL;4PVM;4PVN;4PWE;4PWF;4PWG;4PWH;4PWI;4PWJ;4PWK;4QRF;4QXV;4QYA;4TKW;4TL4;4TL5;4TLK;4TLS;4TLT;4TLU;4TM9;4TNE;4TNF;4TNG;4TQ8;4TQH;4TQI;4TQP;4WNJ;4WNS;4WO0;4Y9B;4Y9C;4Y9E;4Y9F;4Y9G;4YDM;4YDN;5A6I;5AKS;5AKT;5AKV;5AL0;5AL8;5AYT;5BOJ;5CLX;5CLY;5CLZ;5CM1;5CN3;5CNH;5CR1;5DEJ;5DWP;5E23;5E4A;5E4O;5EN3;5EZP;5FO2;5FW6;5FW7;5FW8;5H0V;5H0W;5H0X;5H0Y;5H0Z;5HJG;5IHH;5JID;5JIM;5JIQ;5K1J;5K1N;5L4F;5L4I;5L4J;5L4M;5LLL;5LLV;5N5Q;5N62;5N7C;5NFE;5NFW;5OQ0;5TTR;5TZL;5U48;5U49;5U4A;5U4B;5U4C;5U4D;5U4E;5U4F;5U4G;6D0W;6E6Z;6E70;6E71;6E72;6E73;6E74;6E75;6E76;6E77;6E78;6EP1;6FFT;6FWD;6FXU;6FZL;6GR7;6GRP;6IMX;6IMY;6R66;6R67;6R68;6R6I;6SDZ;6TXV;6TXW;6XTK;	10	0.8003183782100678
79	P10275	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	920	9606	AR	Nucleus {ECO:0000269|PubMed:12958311, ECO:0000269|PubMed:15634333, ECO:0000269|PubMed:17587566, ECO:0000269|PubMed:19244107, ECO:0000269|PubMed:19345326, ECO:0000269|PubMed:25091737}. Cytoplasm {ECO:0000269|PubMed:12958311, ECO:0000269|PubMed:17587566, ECO:0000269|PubMed:19244107}. Note=Detected at the promoter of target genes (PubMed:25091737). Predominantly cytoplasmic in unligated form but translocates to the nucleus upon ligand-binding. Can also translocate to the nucleus in unligated form in the presence of RACK1. {ECO:0000269|PubMed:12958311, ECO:0000269|PubMed:17587566, ECO:0000269|PubMed:25091737}.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear chromatin [GO:0000790]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]	Isoform 2 is mainly expressed in heart and skeletal muscle (PubMed:15634333). Isoform 3 is expressed by basal and stromal cells of prostate (at protein level) (PubMed:19244107). {ECO:0000269|PubMed:15634333, ECO:0000269|PubMed:19244107}.	367;	1E3G;1GS4;1T5Z;1T63;1T65;1XJ7;1XOW;1XQ3;1Z95;2AM9;2AMA;2AMB;2AO6;2AX6;2AX7;2AX8;2AX9;2AXA;2HVC;2OZ7;2PIO;2PIP;2PIQ;2PIR;2PIT;2PIU;2PIV;2PIW;2PIX;2PKL;2PNU;2Q7I;2Q7J;2Q7K;2Q7L;2YHD;2YLO;2YLP;2YLQ;2Z4J;3B5R;3B65;3B66;3B67;3B68;3BTR;3L3X;3L3Z;3RLJ;3RLL;3V49;3V4A;3ZQT;4HLW;4K7A;4OEA;4OED;4OEY;4OEZ;4OFR;4OFU;4OGH;4OH5;4OH6;4OHA;4OIL;4OIU;4OJ9;4OJB;4OK1;4OKB;4OKT;4OKW;4OKX;4OLM;4QL8;5CJ6;5JJM;5T8E;5T8J;5V8Q;5VO4;	79	0.9608300864696503
80	Q9NWB1	RNA binding protein fox-1 homolog 1 (Ataxin-2-binding protein 1) (Fox-1 homolog A) (Hexaribonucleotide-binding protein 1)	397	9606	RBFOX1	Nucleus {ECO:0000250}. Cytoplasm {ECO:0000250}.	cytoplasm [GO:0005737]; nucleus [GO:0005634]; trans-Golgi network [GO:0005802]	Predominantly expressed in muscle and brain.	54715;	2ERR;2N82;4ZKA;	7	0.8169928669929505
